,abstract,id,title
0,,18050105,Síndrome del bebé zarandeado y accidente cerebrovascular.
1,,16022370,Mielinólisis osmótica extrapóntica.
2,,26968825,Mejoría de la espasticidad en esclerosis lateral primaria tras la inyección de toxina botulínica. A propósito de un caso.
3,,27131857,Aortitis por arteritis de células gigantes y artritis psoriásica: una asociación infrecuente.
4,,27184553,Desarrollo de pie caído durante el tratamiento con adalimumab en enfermedad de Crohn.
5,,26860881,Síndrome de Bertolotti: dolor lumbar crónico de características mecánicas por megaapófisis transversa.
6,,26321208,"Doctor, ¿por qué no puedo mover el brazo? Síndrome de web axilar."
7,,25553934,Funciones neurocognitivas alteradas en paciente intoxicada por monóxido de carbono.
8,,25869411,Tumoración de partes blandas: el temible sarcoma.
9,"La patología linfática es infrecuente como causa de manifestaciones genitourinarias inespecíficas, suponiendo un reto diagnóstico en la mayoría de los casos. El objetivo de este trabajo es advertir sobre la posible etiología linfática de estas presentaciones urológicas y discutir su manejo. Revisión retrospectiva de los datos clínicos de los pacientes pediátricos con patología urológica de origen linfático entre el año 2008-2014. Se incluyeron 3 pacientes, dos niños y una niña. Todos ellos se evaluaron para obtener un diagnóstico fiable. Los motivos de consulta fueron: prepucio redundante, tumoración inguino-escrotal e incontinencia urinaria. Se describe la clínica, el protocolo diagnóstico y el tratamiento de los mismos. El primer caso se trata de un lactante varón con un linfedema genital que presentaba un prepucio redundante congénito y la aparición posterior de linfedema en el miembro inferior que es tratado con vendajes compresivos. El siguiente, un linfangioma inguinal que debutó con una tumoración inguinal indolora de aparición súbita simulando un quiste de cordón y tratado mediante esclerosis con OK-432. Por último, una preadolescente que consultó por escapes involuntarios de orina diagnosticada de linfedema genital de probable causa primaria (linfodisplasia) o malformativa que mejoró con dos embolizaciones de Lipiodol®. Las manifestaciones genitourinarias pueden ser el debut de una patología linfática más compleja, por ello es necesario tener presente esta etiología infrecuente e inespecífica. Su manejo inicialmente debe ser conservador, mediante vendajes compresivos, OK-432 o embolización con Lipiodol®. ",27911069,Patología urológica de origen linfático.
10,,26006276,Contribución de los estudios neurofisiológicos seriados en el síndrome de Guillain-Barré atípico.
11,,24631330,Síndrome compartimental agudo.
12,,24361151,Quilotórax en el síndrome de las uñas amarillas.
13,,23830551,Trastorno mineral y óseo asociado a la enfermedad de Cacchi-Ricci.
14,,23428757,Evidencia radiográfica de la acción de los bifosfonatos.
15,,23099036,"Escápula alada, ¿una entidad del área quirúrgica?"
16,,22989684,Disfonía como expresión tumoral no local.
17,,20045129,Artropatía hemofílica.
18,,19423140,Tumor fibroso solitario.
19,,19211090,"Fractura de pelvis con hernia ""trans-ilíaca"""
20,,6937851,Importancia del uso de la mentonera para las modificaciones de la tendencia del crecimiento.
21,,6937849,Fuerzas ortopédicas verticales.
22,,6937852,Fuerza extraoral distaladora y la Clase I de Angle.
