,abstract,id,title
0,,21163195,Phineas Gage y el enigma del córtex prefrontal.
1,,27776963,Paresia idiopática del nervio hipogloso.
2,,27776959,Tendinitis del tendón largo del cuello: un imitador inusual del ictus isquémico.
3,,28712843,Temblor ortostático como manifestación aislada de tirotoxicosis tras arteriografía cerebral.
4,,27776966,Espasmo hemifacial y paroxismia vestibular. Concurrencia de 2 síndromes neurovasculares compresivos en una misma paciente.
5,,27650538,Infarto agudo de miocardio asociado con ictus subagudo bilateral cardioembólico en el territorio de la arteria cerebral anterior: la cara oculta de una fibrilación auricular de novo.
6,,28647134,Miositis necrosante autoinmune: a propósito de un caso.
7,,28342552,Código ictus en paciente portador de dispositivo de asistencia ventricular externa.
8,,27461184,Amiotrofia y fasciculaciones como forma de presentación de la enfermedad de Creutzfeldt-Jakob esporádica. A propósito de un caso.
9,,28549756,Shock cardiogénico en síndrome clínico aislado.
10,,27645773,Disección arterial vertebral bilateral como manifestación inicial del síndrome de Cushing.
11,,28550948,Meningoencefalitis recurrente por alopurinol.
12,,27452618,Resolución espontánea de una masa mediastínica en una mujer con miastenia gravis.
13,,27461183,Distrofia muscular de Emery-Dreifuss tipo 2: nueva mutación de novo en el gen la lamina A/C.
14,,28545765,Encefalitis anti-NMDA en mujer anciana. A propósito de un caso.
15,,28431838,Retraso global del desarrollo y microcefalia posnatal: síndrome de Bainbridge-Ropers con una nueva variante de novo en ASXL3.
16,,27296496,"Síndrome de arlequín en un paciente pediátrico, a menudo un reto diagnóstico."
17,,28431840,Nueva variante probablemente patogénica c.1249A>C en el exón 7 del gen GAA asociada a la enfermedad de Pompe del adulto.
18,,27157526,Mielitis transversa longitudinal extensa parainfecciosa asociada a virus varicela zóster.
19,,27126569,Anormalidades clínicas y por resonancia magnética en lengua de pacientes con esclerosis lateral amiotrófica.
20,,27091680,Ataxia cerebelosa rápidamente progresiva asociada a anticuerpos anti-GAD.
21,,27087471,Tratamiento fibrinolítico intravenoso en el manejo del ictus isquémico agudo asociado a mixoma auricular izquierdo: a propósito de un caso.
22,,28318738,Síndrome de Pisa agudo tras tratamiento con betahistina en un paciente con deterioro cognitivo leve.
23,,28318730,Demencia rápidamente progresiva en adulto joven como forma de presentación de panencefalitis esclerosante subaguda.
24,,27004669,Ictus isquémico secundario a disección aórtica: un reto diagnóstico.
25,,26971061,Papiledema bilateral como forma de debut de un ependimoma espinal.
26,,26774415,Fístulas arteriovenosas durales recurrentes en paciente con enfermedad de Behçet.
27,,28427771,Localización del punto de fuga de líquido cefalorraquídeo en un caso de hipotensión de líquido cefalorraquídeo.
28,,28318731,Migralepsia y migraña en el puerperio.
