,abstract,id,title
0,,29778419,Conocimientos en materia de radioprotección en radiólogos del noroeste de España.
1,,29571525,Posibilidades del entorno virtual tridimensional Second Life® para la formación en radiología.
2,,26545328,Elaboración y evaluación crítica de las guías de práctica clínica.
3,,25620651,El ensayo clínico en Radiología: claves para su interpretación.
4,,25016436,"Epónimos en radiología del esqueleto: cuentos de huesos, hombres y civilizaciones."
5,,29433745,El factor de impacto y RADIOLOGÍA.
6,,31239077,Análisis psicométrico de las preguntas asociadas a imágenes radiológicas en el examen para médico interno residente en España.
7,,28457534,Análisis de la elección de la especialidad de radiodiagnóstico en el examen MIR desde el año 2006 hasta 2015.
8,,23747115,Critically Appraised Topics: una nueva oportunidad de publicación en Radiología.
9,,27939784,¿Qué valor tiene la carta de presentación en revistas científicas de alto impacto y qué importancia debe tener en Radiología?
10,,30001830,Actualización de trasplante hepático. Complicaciones vasculares y biliares.
11,,28606692,Tratamiento percutáneo de las malformaciones linfáticas en edad pediátrica: experiencia y resultados según el esclerosante empleado.
12,,29269178,Invisible y necesario.
13,,28148431,Radiología y los estudiantes de Medicina.
14,,27091551,El papel del radiólogo ante el niño maltratado. Protocolo de imagen y diagnóstico diferencial.
15,,29866507,La formación en radiología se internacionaliza.
16,,29685554,Sobrediagnóstico por imagen.
17,,27554038,"Autonomía, consentimiento y responsabilidad. Parte II. El consentimiento informado en la medicina asistencial y en la jurisprudencia."
18,,30061003,"Inteligencia artificial, big data y más allá… ¿Es cierto que estamos siendo reemplazados?"
19,,29501271,"Entropía, lengua vernácula y vehicular."
20,,26772141,Abriendo nuevos horizontes a Radiología.
21,,25731706,La radiología del siglo XXI: la visión de la SERAM.
22,,25530188,Recomendaciones para el diagnóstico radiológico y la valoración de la respuesta terapéutica en el cáncer de pulmón. Consenso nacional de la Sociedad Española de Radiología Médica y la Sociedad Española de Oncología Médica.
23,,28552215,Utilidad de la resonancia magnética en la valoración postquirúrgica de pacientes con prótesis hidráulica de pene.
24,,27155250,Traducción de artículos al inglés.
25,,24112464,Comentarios sobre el suplemento «Presentaciones científicas y publicaciones en Radiología: claves y consejos para su preparación»
26,,26723224,Manejo de la lesión renal focal incidental.
27,,22898472,Radiología intervencionista. Problemas actuales y nuevos caminos.
28,,26032328,Investigación en radiología: nuestra perspectiva.
29,,27543372,Education on Demand: plataforma de educación online (e-Learning) de la Sociedad Europea de Radiología.
30,,27421827,Resonancia magnética de cuerpo entero: razones del radiólogo para implantar una técnica útil en la medicina actual.
31,,29776667,Las tesis doctorales en radiodiagnóstico: estudio de la producción española entre 1976 y 2011.
32,,26494494,Ni científico ni moralista: solo radiólogo.
33,,24994516,Un equilibrio difícil en Radiología: razones para publicar rápido pero no demasiado pronto.
34,,25617067,Publicar en español. Una oportunidad y un desafío.
35,,28160948,Carcinoma papilar de células renales: el papel del radiólogo en su manejo.
36,,23174477,"Celedonio Calatayud Costa y el nacimiento de la especialidad, la Sociedad Española de Radiología Médica y la revista: el comienzo de un siglo de Radiología española."
37,,25727784,"La Radiología en el siglo XXI: debilidades, amenazas, fortalezas y oportunidades."
38,,27475654,El radiólogo y la técnica: la simbiosis imprescindible.
39,,24398005,"Una reflexión al cabo de mi año de becario editorial en RADIOLOGÍA: editores, revisores y árbitros de fútbol."
40,,27337986,Las amistades peligrosas.
41,,21300384,Comparación de la calidad científica de los radiólogos españoles que publican en revistas radiológicas españolas e internacionales.
42,,25311644,Al final de otros 4 años de la Dirección de publicaciones de la SERAM: 2010-2014.
43,,27155249,A vueltas con el inglés: lo que cuestan las cosas.
44,,27138031,Manejo de los casos de urgencia del sistema nervioso central pediátricos para radiólogos generales.
45,,25458123,Introducción a la lectura crítica de artículos: diseño de estudios y sesgos.
46,,22902252,RECIST y el radiólogo.
