,abstract,id,title
0,,27132761,Manejo integral del paciente con esquizofrenia: más allá de los psicofármacos.
1,"Han pasado más de 30 años desde el inicio de los procesos de reforma psiquiátrica, periodo además de importantes e intensos cambios sociales, científicos y culturales que afectan de manera directa a la enfermedad mental grave y a su manejo. Las mejoras del tratamiento farmacológico, un nuevo modelo de relación médico-paciente, el empoderamiento del paciente como elemento clave y la lucha contra el estigma social de la enfermedad, los cambios en la gestión de los recursos, el incremento de la carga que suponen los pacientes con patología menor en los centros de salud mental, las mejoras en el trabajo en equipo y en la coordinación de los recursos implicados… son algunas de las modificaciones importantes que condicionan el escenario de la atención en salud mental comunitaria. Se nos antoja, por tanto, como un buen momento para revisar el estado de los programas de gestión del trastorno mental grave en el adulto y de los centros de salud mental, y plantear dos cuestiones sencillas a la par que relevantes: dónde estamos y hacia dónde nos dirigimos. ",28098133,Necesidad de un nuevo enfoque en la atención integral a los pacientes con trastorno mental grave treinta años después de la reforma psiquiátrica.
2,,6765107,Psiquiatría comunitaria: reforma psiquiátrica.
3,,917197,Psicoterapia en grupos. Aspectos de salud mental en un programa de psiquiatría comunitaria.
4,,1052696,Psiquiatría de la comunidad. Definición y diversos tipos.
5,,4793212,Psiquiatría social y comunitaria
6,,3078921,Técnicas de psiquiatría comunitaria. I: La exploración preliminar de la comunidad.
7,,377914,Desarrollo de la atención psiquiátrica en áreas semiurbanas y rurales de Costa Rica.
8,,917196,Psicoterapia en grupos. El grupo operativo en la psiquiatría comunitaria.
9,,949208,Psiquiatría de comunidad. Una visión crítica
10,,937039,Programas de psiquiatría comunitaria
11,,937037,La psiquiatrá de comunidad en América latina
12,,4408967,Psiquiatría de la comunidad. Conceptos básicos y objetivos
13,,4455017,Psicología y psiquiatría comunitaria
14,,8762701,Dimensiones clínicas de la psiquiatría cultural contemporánea.
15,,7872030,Seminarios centroamericanos para psiquiatras jóvenes de la región y formación de cuadros líderes en salud mental en la comunidad. Programa de colaboración Suecia/OPS-OMS.
16,,6660005,Patrones de bebida en el mejicano. Resultados de una investigación de la OMS.
17,,6666630,Enfoque de la prevención primaria desde un centro de asistencia de salud mental.
18,,7406199,Psicosociología del terrorismo.
19,,263770,Esquema de-propuesta para un programa de salud comunitaria.
20,,755219,Conciencia en el psicoanálisis social.
21,,4755162,Psicoanálisis y factores socio-económicos.
22,,4800196,La delincuencia juvenil: un problema de la psiquiatría social.
23,,3218564,"Problemas en la integración de la psiquiatría social y biológica en un ambiente universitario. Segunda parte. Indicadores, teorías y modelos."
24,,3407485,"Problemas en la integración de la psiquiatría social y biológica en un ambiente universitario. Primera parte. Relación, conflicto e integración."
25,,6660004,Una experiencia de promoción de la salud mental en una institución educativa.
26,,6362336,El problema del enfermo mental crónico indigente: un análisis histórico.
27,,6349277,Psiquiatría social: un punto de vista sobre el enfermar.
28,,263777,Eventos nacionales relacionados con la salud mental y siquiatria.
29,,930676,La psiquiatría social en Colombia.
30,,917198,Psicoterapia en grupos. Experiencias de un proceso de cambio en una clínica del ISSSTE.
31,,937041,Terapéutica de la psicosis en comunidad hospitalaria
32,,4617498,Dificultades en la conceptualización del institucionalismo en psiquiatría
33,,13597708,"Algunos aspectos psiquiátricos, médicos y sociales."
34,,29463449,Oportunidades colaborativas para los médicos residentes y psiquiatras jóvenes en Europa: el Early Career Psychiatrists Committee de la European Psychiatric Association.
35,,18273434,No solo para la Reina: la Gerontopsiquiatría en Inglaterra.
36,,2619438,La atención a domicilio como recurso de la psiquiatría comunitaria.
37,,327343,Psiquiatría y salud mental en el ISSSTE. Filosofía de su desarrollo.
38,,917195,Psicoterapia en grupo. Grupos operativos en el ISSSTE.
39,,133699,La psiquiatría de la comunidad y la organización panamericána de la salud: la experiencia de Jamaica
