,abstract,id,title
0,,28414848,"Cuerpos abstractos, riesgos concretos: dispositivos clínicos y la salud de las donantes de óvulos en la medicina reproductiva argentina."
1,,29099116,La depreciación de los derechos humanos y la regulación de la reproducción humana asistida en México.
2,,26378603,La Incidencia de los Avances Biomédicos en la Mujer. Algunas Reflexiones Sobre la Normativa Española.
3,,24561873,Necesidades de salud sexual y reproductiva en estudiantes de una universidad pública mexicana.
4,,21966806,Evaluación de dos sistemas de transferencia de embriones.
5,,28074980,Implicancias del marco legal chileno en la prevención del embarazo adolescente: conflicto e inseguridad en los profesionales de la salud.
6,,19406533,La salud reproductiva y sexual en España.
7,"En el marco de los estudios sociales y demográficos sobre salud sexual y reproductiva, este artículo se interroga sobre la situación de los jóvenes en Argentina, poniendo foco en la problemática de las Enfermedades de Transmisión Sexual (ETS) y en el alcance de los derechos sexuales. Los objetivos son indagar en los calendarios y características del inicio de la vida sexual de jóvenes argentinos e indagar en la situación actual de conocimientos, prácticas y acceso a educación sexual. A partir de los datos de la Encuesta Nacional sobre Salud Sexual y Reproductiva (2013) se trabajó con el universo de jóvenes de 15 a 29 años de edad (n = 2084 mujeres; n = 1872 hombres, sin ponderar) y se analizaron las diferencias de los calendarios del inicio de la vida sexual, así como el conocimiento y prevención de las ETS por sexo, grupos de edades, ingreso de los hogares y regiones geográficas. Se encontró un panorama nacional con tendencias marcadas en los calendarios de primera relación sexual fundamentalmente por sexo, así como sobre los conocimientos sobre ETS. No obstante, el análisis diferenciado por región e ingreso del hogar en cada sexo mostró grandes heterogeneidades que indicarían limitaciones en el acceso a educación sexual y el efectivo cumplimiento de derechos de la población, así como un riesgo acentuado de contraer ETS en ciertos grupos sociales. ",30281722,"Jóvenes, enfermedades de transmisión sexual y derechos. Panorama nacional y regional en Argentina."
8,"Indagar sobre las percepciones de adolescentes en torno a la educación sexual en la Región Metropolitana de Chile y el rol de los sectores de salud y educación en esta materia. Estudio cualitativo etnográfico, cuyo trabajo de campo se llevó a cabo en cinco comunas de la Región Metropolitana de Chile, en cada una de las cuales se abordó un Espacio Amigable para atención adolescente. Se utilizaron las técnicas de entrevistas semi-estructuradas (N=38), grupos de discusión (N=5) y observación participante. Se identificó una percepción negativa por parte de adolescentes respecto a la educación sexual que reciben. Sostienen la necesidad de información en salud sexual y reproductiva que cubra en profundidad las dimensiones tanto biológicas como emocionales y afectivas de la sexualidad, superando enfoques conservadores y de riesgo en torno a la sexualidad. Se identificaron estrategias innovadoras en salud, centradas en las escuelas, donde los sectores de salud y educación trabajan de manera colaborativa en materia de educación sexual. Cuando los sectores de salud y educación trabajan de manera colaborativa y coordinada, se da una mejor respuesta a las necesidades de adolescentes en materia de información y educación sexual. Si bien este trabajo intersectorial constituye un avance, está pendiente el desafío de incorporar las voces de los adolescentes y sus comunidades, con el fin de planificar programas y políticas de educación sexual que se basen en sus experiencias vitales, avanzando con ello hacia los derechos sexuales y reproductivos de este grupo. ",30183841,Salud sexual y reproductiva de adolescentes en Chile: el rol de la educación sexual.
9,"Resumen: La literatura reciente indica que las personas con trastornos del desarrollo intelectual (TDI) presentan diferencias respecto de la población general en cuanto a la prevalencia de determinadas enfermedades y a la atención sanitaria que reciben. El conocimiento actual con base en la evidencia es aún muy escaso en países no anglosajones. Los proyectos europeos POMONA-I y POMONA-II tenían el objetivo de recoger información sobre el estado de salud de las personas con TDI en Europa. Actualmente, el proyecto POMONA-ESP en España pretende recoger dicha información en una muestra amplia y representativa de personas con TDI. También se están llevando a cabo otros estudios sobre la necesidad de contar con servicios especializados y sobre la formación que reciben los profesionales sanitarios sobre TDI. En este artículo se revisan las últimas evidencias sobre la salud de las personas con TDI y se exponen las principales actividades de investigación y asistencia sanitaria sobre este tema. ",29211267,Nuevas consideraciones sobre la salud de las personas con trastornos del desarrollo intelectual.
